case_uid,status,execution_time_ms,edge_coverage,depth,operators,input_shape,error_message
fuzz_pt_2a4daaab,Crash,1.0,2295,3,"ReLU,ReLU,MaxPool2d","[64, 3278]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_32cad382,Crash,1.0,1078,1,AvgPool2d,"[256, 1725]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_759390c0,Crash,1.0,1308,2,"ReLU,BatchNorm2d","[1, 51, 64, 1024]",running_mean should contain 51 elements not 28
fuzz_pt_7b2f7569,Crash,1.0,2362,5,"MaxPool2d,Flatten,ReLU,ReLU,MaxPool2d","[256, 585]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_12c7a905,Crash,4.38,5673,6,"ReLU,Flatten,ReLU,MaxPool2d,AvgPool2d,Conv2d","[16, 62, 128, 64]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_72761e5c,Crash,1.0,5891,6,"BatchNorm2d,Linear,BatchNorm2d,Flatten,ReLU,Conv2d","[256, 1953]",expected 4D input (got 2D input)
fuzz_pt_fcb26fb5,Crash,43.23,3057,2,"AvgPool2d,Linear","[16, 21, 1024, 1024]",mat1 and mat2 shapes cannot be multiplied (114576x341 and 924x902)
fuzz_pt_ffb718ab,Crash,1.0,1961,1,Conv2d,"[16, 2224]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [16, 2224]"
fuzz_pt_cd685117,Crash,1.01,2834,2,"Conv2d,MaxPool2d","[4, 64, 256, 16]","Given groups=1, weight of size [27, 57, 1, 1], expected input[4, 64, 256, 16] to have 57 channels, but got 64 channels instead"
fuzz_pt_e75dd672,Crash,1.59,2201,3,"AvgPool2d,Flatten,MaxPool2d","[128, 36, 16, 64]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_88626cf9,Timeout,2994.39,1409,1,ReLU,"[4, 23, 32, 256]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_8dfc2b67,Crash,1.0,4599,5,"Conv2d,Conv2d,BatchNorm2d,AvgPool2d,BatchNorm2d","[16, 57, 16, 128]","Given groups=1, weight of size [14, 52, 1, 1], expected input[16, 57, 16, 128] to have 52 channels, but got 57 channels instead"
fuzz_pt_5d718e62,Crash,1.0,886,1,BatchNorm2d,"[1, 223]",expected 4D input (got 2D input)
fuzz_pt_a1ab0538,Success,1.0,2554,2,"AvgPool2d,Flatten","[64, 33, 16, 16]",None
fuzz_pt_a77b4442,Crash,1.0,4074,5,"AvgPool2d,AvgPool2d,BatchNorm2d,BatchNorm2d,Conv2d","[1, 29, 256, 128]",running_mean should contain 29 elements not 51
fuzz_pt_5b280c45,Crash,1.0,3253,6,"Flatten,ReLU,BatchNorm2d,BatchNorm2d,Flatten,BatchNorm2d","[256, 1205]",expected 4D input (got 2D input)
fuzz_pt_394f12e6,Crash,1.0,2071,2,"MaxPool2d,BatchNorm2d","[4, 36, 16, 64]",running_mean should contain 36 elements not 38
fuzz_pt_014dec71,Crash,1.0,2190,4,"AvgPool2d,BatchNorm2d,AvgPool2d,BatchNorm2d","[4, 52, 16, 32]",running_mean should contain 52 elements not 39
fuzz_pt_c287d7c8,Crash,1.0,3213,4,"ReLU,AvgPool2d,MaxPool2d,Linear","[1, 2341]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_b3aaa711,Crash,3.35,5527,5,"Flatten,ReLU,ReLU,Conv2d,Conv2d","[128, 52, 32, 32]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [128, 53248]"
fuzz_pt_936f5345,Crash,1.0,3664,5,"Linear,ReLU,Flatten,Flatten,Linear","[1, 30, 16, 16]",mat1 and mat2 shapes cannot be multiplied (480x16 and 705x667)
fuzz_pt_49a09a9c,Crash,2.01,4333,5,"Linear,AvgPool2d,MaxPool2d,Conv2d,MaxPool2d","[1, 11, 256, 256]",mat1 and mat2 shapes cannot be multiplied (2816x256 and 631x544)
fuzz_pt_b7b501b7,Crash,1.0,4194,3,"AvgPool2d,Linear,Flatten","[64, 2588]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_4e3975c8,Crash,1.0,1510,1,Linear,"[64, 48, 64, 16]",mat1 and mat2 shapes cannot be multiplied (196608x16 and 573x154)
fuzz_pt_042a232f,Crash,1.0,2385,3,"ReLU,Flatten,BatchNorm2d","[16, 10, 32, 16]",expected 4D input (got 2D input)
fuzz_pt_36ee25e3,Crash,1.0,4150,3,"Linear,Linear,BatchNorm2d","[1, 2409]",mat1 and mat2 shapes cannot be multiplied (1x2409 and 72x549)
fuzz_pt_9ba16bf9,Crash,1.0,1742,2,"AvgPool2d,Conv2d","[16, 5, 32, 32]","Given groups=1, weight of size [63, 45, 3, 3], expected input[16, 5, 16, 16] to have 45 channels, but got 5 channels instead"
fuzz_pt_f53aa8e0,Crash,1.01,4771,5,"Linear,Conv2d,AvgPool2d,AvgPool2d,ReLU","[64, 63, 1024, 64]",mat1 and mat2 shapes cannot be multiplied (4128768x64 and 429x642)
fuzz_pt_1c83c344,Crash,1.0,5247,6,"MaxPool2d,Linear,Conv2d,AvgPool2d,Conv2d,BatchNorm2d","[4, 11, 32, 32]",mat1 and mat2 shapes cannot be multiplied (704x16 and 116x511)
fuzz_pt_cd12946b,Crash,1.0,4176,5,"Linear,BatchNorm2d,MaxPool2d,Linear,MaxPool2d","[1, 1705]",mat1 and mat2 shapes cannot be multiplied (1x1705 and 687x596)
fuzz_pt_c76bd4df,Crash,1.0,5665,6,"AvgPool2d,MaxPool2d,MaxPool2d,Conv2d,Conv2d,Conv2d","[1, 4018]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_fb1862fd,Crash,1.0,4863,6,"Conv2d,MaxPool2d,Flatten,Flatten,AvgPool2d,Flatten","[256, 3776]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [256, 3776]"
fuzz_pt_92c6491a,Crash,1.0,8175,6,"BatchNorm2d,Conv2d,Conv2d,BatchNorm2d,Linear,Linear","[128, 19, 256, 1024]",running_mean should contain 19 elements not 54
fuzz_pt_9f421e9c,Crash,1.0,1790,2,"BatchNorm2d,Flatten","[64, 659]",expected 4D input (got 2D input)
fuzz_pt_20efb1de,Crash,1.0,2359,5,"Flatten,MaxPool2d,Flatten,ReLU,ReLU","[128, 18, 256, 16]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_066c0fee,Crash,1.0,3030,5,"BatchNorm2d,BatchNorm2d,BatchNorm2d,Conv2d,Conv2d","[16, 16, 256, 16]",running_mean should contain 16 elements not 21
fuzz_pt_bf374b0c,Crash,3.15,2423,3,"ReLU,MaxPool2d,BatchNorm2d","[16, 30, 128, 32]",running_mean should contain 30 elements not 60
fuzz_pt_52f5bc0c,Crash,1.0,2278,2,"Linear,Linear","[4, 58, 64, 16]",mat1 and mat2 shapes cannot be multiplied (14848x16 and 859x900)
fuzz_pt_79fcbcf2,Crash,1.0,2741,4,"ReLU,ReLU,BatchNorm2d,Conv2d","[16, 45, 64, 16]",running_mean should contain 45 elements not 27
fuzz_pt_cb876792,Crash,1.0,5382,5,"AvgPool2d,Conv2d,Linear,BatchNorm2d,Flatten","[4, 56, 64, 32]","Given groups=1, weight of size [44, 15, 3, 3], expected input[4, 56, 32, 16] to have 15 channels, but got 56 channels instead"
fuzz_pt_0591deb6,Crash,1.0,884,1,MaxPool2d,"[1, 2499]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_31db6c10,Crash,1.0,4908,6,"Linear,Conv2d,Flatten,Conv2d,Flatten,Conv2d","[4, 10, 1024, 64]",mat1 and mat2 shapes cannot be multiplied (40960x64 and 15x111)
fuzz_pt_b1c832b6,Crash,1.0,3754,3,"Conv2d,BatchNorm2d,Flatten","[1, 2131]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [1, 2131]"
fuzz_pt_879010df,Crash,1.0,2624,3,"Flatten,MaxPool2d,BatchNorm2d","[16, 26, 64, 1024]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_bf664901,Crash,1.0,4321,4,"ReLU,BatchNorm2d,Linear,MaxPool2d","[256, 888]",expected 4D input (got 2D input)
fuzz_pt_a3c37a5d,Crash,1.0,5903,6,"AvgPool2d,Linear,ReLU,Linear,Conv2d,Linear","[4, 5, 16, 16]",mat1 and mat2 shapes cannot be multiplied (100x5 and 257x446)
fuzz_pt_bddd1fce,Success,1.52,2015,1,AvgPool2d,"[128, 63, 32, 16]",None
fuzz_pt_f0f51eb6,Crash,1.0,2107,2,"Conv2d,Flatten","[1, 56, 256, 32]","Given groups=1, weight of size [46, 15, 5, 5], expected input[1, 56, 256, 32] to have 15 channels, but got 56 channels instead"
fuzz_pt_8832ae4e,Crash,1.0,2773,3,"Linear,Linear,Flatten","[16, 2360]",mat1 and mat2 shapes cannot be multiplied (16x2360 and 720x116)
fuzz_pt_2d651361,Crash,1.0,2146,4,"BatchNorm2d,AvgPool2d,BatchNorm2d,AvgPool2d","[4, 28, 1024, 64]",running_mean should contain 28 elements not 9
fuzz_pt_38dcb227,Crash,1.0,4731,4,"Linear,AvgPool2d,MaxPool2d,Conv2d","[1, 21, 32, 128]",mat1 and mat2 shapes cannot be multiplied (672x128 and 911x627)
fuzz_pt_2315dae4,Success,1073.13,2812,2,"Flatten,ReLU","[64, 2619]",None
fuzz_pt_ca0aa1ef,Crash,1.0,3176,6,"BatchNorm2d,BatchNorm2d,AvgPool2d,Flatten,BatchNorm2d,MaxPool2d","[64, 53, 256, 16]",running_mean should contain 53 elements not 30
fuzz_pt_adab3bda,Crash,22.76,3871,4,"MaxPool2d,Conv2d,BatchNorm2d,AvgPool2d","[64, 20, 128, 256]","Given groups=1, weight of size [27, 63, 1, 1], expected input[64, 20, 42, 85] to have 63 channels, but got 20 channels instead"
fuzz_pt_bc51b99f,Success,1609.58,1547,1,MaxPool2d,"[1, 19, 256, 256]",None
fuzz_pt_e49597ac,Crash,1.16,973,1,AvgPool2d,"[64, 639]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_9a0f564e,Crash,1.83,2433,3,"ReLU,Linear,BatchNorm2d","[16, 8, 64, 64]",mat1 and mat2 shapes cannot be multiplied (8192x64 and 983x476)
fuzz_pt_da112c52,Success,1.0,3701,3,"MaxPool2d,Flatten,ReLU","[4, 30, 64, 16]",None
fuzz_pt_8e145aa7,Crash,1.0,2806,4,"Conv2d,MaxPool2d,Flatten,ReLU","[128, 52, 64, 256]","Given groups=1, weight of size [23, 24, 1, 1], expected input[128, 52, 64, 256] to have 24 channels, but got 52 channels instead"
fuzz_pt_2774e915,Crash,1.0,4691,6,"Conv2d,BatchNorm2d,Flatten,Flatten,Flatten,MaxPool2d","[128, 57, 1024, 16]","Given groups=1, weight of size [39, 21, 3, 3], expected input[128, 57, 1024, 16] to have 21 channels, but got 57 channels instead"
fuzz_pt_b8c4e4dc,Crash,1.0,3524,2,"Linear,Conv2d","[16, 1403]",mat1 and mat2 shapes cannot be multiplied (16x1403 and 786x803)
fuzz_pt_db818dc6,Crash,1.0,4651,5,"AvgPool2d,Conv2d,MaxPool2d,AvgPool2d,Flatten","[16, 635]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_87aaa7d7,Crash,1.0,2873,4,"Linear,Flatten,MaxPool2d,ReLU","[64, 22]",mat1 and mat2 shapes cannot be multiplied (64x22 and 413x98)
fuzz_pt_80797d47,Crash,5.06,3325,3,"AvgPool2d,MaxPool2d,Conv2d","[64, 25, 32, 256]","Given groups=1, weight of size [6, 21, 3, 3], expected input[64, 25, 5, 42] to have 21 channels, but got 25 channels instead"
fuzz_pt_a564d338,Crash,1.0,6255,5,"Linear,ReLU,BatchNorm2d,Conv2d,MaxPool2d","[1, 26, 16, 1024]",mat1 and mat2 shapes cannot be multiplied (416x1024 and 563x377)
fuzz_pt_4d4f4909,Crash,1.0,1924,2,"ReLU,BatchNorm2d","[16, 1, 16, 128]",running_mean should contain 1 elements not 48
fuzz_pt_017581c5,Crash,1.0,2070,3,"ReLU,AvgPool2d,MaxPool2d","[64, 1850]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_a664428e,Crash,1.0,2081,3,"Linear,ReLU,ReLU","[64, 48, 16, 256]",mat1 and mat2 shapes cannot be multiplied (49152x256 and 222x985)
fuzz_pt_5f56933b,Crash,1.0,4895,5,"Linear,ReLU,AvgPool2d,Flatten,Conv2d","[16, 30, 64, 128]",mat1 and mat2 shapes cannot be multiplied (30720x128 and 65x827)
fuzz_pt_65c50a60,Crash,1.0,1402,1,BatchNorm2d,"[64, 175]",expected 4D input (got 2D input)
fuzz_pt_f49b045b,Crash,1.0,3319,3,"Conv2d,Flatten,ReLU","[16, 64, 16, 16]","Given groups=1, weight of size [57, 35, 1, 1], expected input[16, 64, 16, 16] to have 35 channels, but got 64 channels instead"
fuzz_pt_0707d231,Crash,1.0,1384,1,Linear,"[1, 64, 64, 256]",mat1 and mat2 shapes cannot be multiplied (4096x256 and 397x470)
fuzz_pt_9ff69450,Timeout,2234.48,2120,1,Flatten,"[1, 40, 16, 1024]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_8415ed9b,Crash,1.0,5605,6,"Linear,MaxPool2d,Conv2d,BatchNorm2d,Conv2d,Conv2d","[1, 13, 1024, 128]",mat1 and mat2 shapes cannot be multiplied (13312x128 and 25x619)
fuzz_pt_12311b89,Crash,1.0,4497,5,"BatchNorm2d,AvgPool2d,Linear,Flatten,BatchNorm2d","[16, 2210]",expected 4D input (got 2D input)
fuzz_pt_f5e7ca44,Crash,1.0,2274,4,"BatchNorm2d,ReLU,MaxPool2d,ReLU","[4, 23, 64, 256]",running_mean should contain 23 elements not 13
fuzz_pt_11051207,Crash,1.0,3557,6,"MaxPool2d,ReLU,Linear,Flatten,Flatten,Flatten","[1, 2, 256, 16]",mat1 and mat2 shapes cannot be multiplied (170x5 and 475x140)
fuzz_pt_5c6724c9,Success,6.17,2294,2,"Flatten,ReLU","[64, 55, 128, 64]",None
fuzz_pt_1a9ff00e,Success,1379.04,2837,2,"BatchNorm2d,Flatten","[4, 19, 32, 1024]",None
fuzz_pt_a18b4287,Crash,1.0,4546,4,"Conv2d,AvgPool2d,Conv2d,Conv2d","[16, 51, 128, 256]","Given groups=1, weight of size [46, 56, 1, 1], expected input[16, 51, 128, 256] to have 56 channels, but got 51 channels instead"
fuzz_pt_5fa3b69f,Crash,4.03,3070,5,"AvgPool2d,Conv2d,AvgPool2d,AvgPool2d,ReLU","[128, 55, 32, 128]","Given groups=1, weight of size [49, 35, 1, 1], expected input[128, 55, 10, 42] to have 35 channels, but got 55 channels instead"
fuzz_pt_a40f3fda,Crash,1.0,2966,2,"Linear,MaxPool2d","[1, 22, 128, 256]",mat1 and mat2 shapes cannot be multiplied (2816x256 and 503x693)
fuzz_pt_b9b41720,Crash,1.0,2748,2,"Linear,AvgPool2d","[16, 3, 32, 32]",mat1 and mat2 shapes cannot be multiplied (1536x32 and 125x604)
fuzz_pt_82761e7a,Crash,1.0,4026,4,"Linear,Flatten,ReLU,Flatten","[1, 43, 256, 256]",mat1 and mat2 shapes cannot be multiplied (11008x256 and 405x60)
fuzz_pt_8cb73b0d,Success,20.92,1408,1,MaxPool2d,"[128, 62, 256, 16]",None
fuzz_pt_60e28360,Timeout,2386.16,2685,2,"AvgPool2d,AvgPool2d","[16, 29, 256, 256]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_cd2203bc,Crash,1.0,4233,5,"Linear,ReLU,MaxPool2d,BatchNorm2d,Linear","[64, 15, 256, 1024]",mat1 and mat2 shapes cannot be multiplied (245760x1024 and 266x426)
fuzz_pt_80ae71a8,Crash,1.0,2793,4,"BatchNorm2d,MaxPool2d,AvgPool2d,Flatten","[1, 23, 1024, 1024]",running_mean should contain 23 elements not 53
fuzz_pt_e8e5fa6c,Crash,1.0,4412,5,"ReLU,Flatten,Linear,BatchNorm2d,Flatten","[16, 1501]",mat1 and mat2 shapes cannot be multiplied (16x1501 and 875x553)
fuzz_pt_b17933e2,Crash,50.84,4406,3,"AvgPool2d,Linear,Conv2d","[128, 48, 1024, 64]",mat1 and mat2 shapes cannot be multiplied (2095104x21 and 14x239)
fuzz_pt_466d4ace,Crash,1.0,4619,5,"BatchNorm2d,Conv2d,Linear,Linear,MaxPool2d","[4, 25, 1024, 32]",running_mean should contain 25 elements not 23
fuzz_pt_7f38e11e,Crash,1.0,5386,5,"MaxPool2d,AvgPool2d,Conv2d,ReLU,BatchNorm2d","[64, 54, 16, 64]","Given groups=1, weight of size [47, 52, 3, 3], expected input[64, 54, 1, 7] to have 52 channels, but got 54 channels instead"
fuzz_pt_18f50891,Crash,1.0,2478,4,"ReLU,ReLU,BatchNorm2d,BatchNorm2d","[64, 6, 256, 32]",running_mean should contain 6 elements not 8
fuzz_pt_04acab77,Success,22.76,1608,1,ReLU,"[64, 58, 1024, 32]",None
fuzz_pt_f74bac14,Crash,2.01,2146,3,"MaxPool2d,BatchNorm2d,AvgPool2d","[64, 23, 16, 64]",running_mean should contain 23 elements not 24
fuzz_pt_12cea122,Success,6.71,1744,1,MaxPool2d,"[64, 16, 256, 32]",None
fuzz_pt_8b7bd31b,Crash,1.0,5831,6,"BatchNorm2d,MaxPool2d,Conv2d,Linear,Linear,Flatten","[16, 43, 128, 1024]",running_mean should contain 43 elements not 19
fuzz_pt_2a0f6438,Crash,1.0,4933,6,"Conv2d,Linear,Flatten,MaxPool2d,Conv2d,BatchNorm2d","[4, 55, 128, 1024]","Given groups=1, weight of size [10, 28, 5, 5], expected input[4, 55, 128, 1024] to have 28 channels, but got 55 channels instead"
fuzz_pt_9563f5db,Crash,1.0,5069,5,"Linear,ReLU,Flatten,Linear,MaxPool2d","[128, 30, 16, 1024]",mat1 and mat2 shapes cannot be multiplied (61440x1024 and 497x998)
fuzz_pt_f374c90b,Success,5.44,5381,6,"MaxPool2d,AvgPool2d,ReLU,ReLU,AvgPool2d,MaxPool2d","[1, 58, 1024, 128]",None
fuzz_pt_e6a73c8d,Crash,1.0,2234,3,"Flatten,MaxPool2d,AvgPool2d","[64, 469]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_fd2ac9ab,Success,1.0,1420,1,Flatten,"[64, 23, 128, 16]",None
fuzz_pt_9e7c23e0,Crash,4.81,3398,6,"ReLU,Flatten,Flatten,AvgPool2d,ReLU,BatchNorm2d","[64, 58, 256, 16]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_5fd48e79,Crash,1.0,3074,5,"BatchNorm2d,ReLU,MaxPool2d,AvgPool2d,MaxPool2d","[16, 1836]",expected 4D input (got 2D input)
fuzz_pt_93cf7254,Crash,2.01,3574,3,"Linear,ReLU,AvgPool2d","[1, 19, 32, 16]",mat1 and mat2 shapes cannot be multiplied (608x16 and 249x620)
fuzz_pt_9d38bce9,Crash,1.0,2971,2,"Flatten,Conv2d","[1, 34, 64, 1024]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [1, 2228224]"
fuzz_pt_107f6d55,Crash,1.0,4181,6,"AvgPool2d,Flatten,ReLU,Conv2d,BatchNorm2d,BatchNorm2d","[16, 1203]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_9a84be0f,Crash,14.35,2394,3,"MaxPool2d,AvgPool2d,Conv2d","[64, 9, 128, 256]","Given groups=1, weight of size [45, 54, 3, 3], expected input[64, 9, 32, 64] to have 54 channels, but got 9 channels instead"
fuzz_pt_92c39214,Crash,40.34,3129,4,"ReLU,BatchNorm2d,AvgPool2d,ReLU","[128, 6, 1024, 256]",running_mean should contain 6 elements not 60
fuzz_pt_0f31370b,Crash,1.0,2626,3,"Flatten,MaxPool2d,AvgPool2d","[1, 2163]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_a30954ee,Success,1.0,1652,1,Flatten,"[16, 50, 16, 16]",None
fuzz_pt_99d7d2d3,Crash,23.89,3412,2,"MaxPool2d,Conv2d","[128, 30, 32, 256]","Given groups=1, weight of size [7, 37, 5, 5], expected input[128, 30, 16, 128] to have 37 channels, but got 30 channels instead"
fuzz_pt_5ba04b81,Crash,313.07,3617,5,"Flatten,AvgPool2d,BatchNorm2d,MaxPool2d,ReLU",Unallocatable,AllocationError: [enforce fail at alloc_cpu.cpp:117] data. DefaultCPUAllocator: not enough memory: you tried to allocate 7516192768 bytes.
fuzz_pt_ba13e12c,Crash,1.0,6671,5,"Conv2d,Conv2d,BatchNorm2d,Linear,Linear","[128, 10, 16, 16]","Given groups=1, weight of size [49, 8, 5, 5], expected input[128, 10, 16, 16] to have 8 channels, but got 10 channels instead"
fuzz_pt_328f1ade,Crash,1.0,6309,4,"Linear,Conv2d,Flatten,Conv2d","[256, 3904]",mat1 and mat2 shapes cannot be multiplied (256x3904 and 378x537)
fuzz_pt_a99bdfcb,Crash,9.56,4727,6,"MaxPool2d,Linear,Flatten,Flatten,AvgPool2d,BatchNorm2d","[128, 26, 256, 16]",mat1 and mat2 shapes cannot be multiplied (282880x5 and 207x256)
fuzz_pt_81c7e15d,Crash,1.73,5235,6,"AvgPool2d,AvgPool2d,ReLU,MaxPool2d,ReLU,Linear","[128, 21, 128, 16]",mat1 and mat2 shapes cannot be multiplied (43008x2 and 645x365)
fuzz_pt_d56f5cac,Success,29.03,1423,1,MaxPool2d,"[128, 11, 1024, 32]",None
fuzz_pt_de4bef52,Crash,1.64,3151,3,"Linear,AvgPool2d,Flatten","[16, 51, 256, 1024]",mat1 and mat2 shapes cannot be multiplied (208896x1024 and 420x443)
fuzz_pt_a0f978d4,Crash,32.8,2464,3,"MaxPool2d,ReLU,BatchNorm2d","[128, 29, 128, 128]",running_mean should contain 29 elements not 48
fuzz_pt_6ffa5b41,Crash,1.0,3532,6,"Flatten,Flatten,AvgPool2d,Flatten,MaxPool2d,MaxPool2d","[1, 2652]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_4278a257,Crash,1.0,3538,4,"Conv2d,Flatten,Linear,Linear","[4, 19, 16, 128]","Given groups=1, weight of size [60, 4, 1, 1], expected input[4, 19, 16, 128] to have 4 channels, but got 19 channels instead"
fuzz_pt_bff6695c,Crash,1.0,4525,6,"Linear,Conv2d,ReLU,MaxPool2d,Flatten,Conv2d","[128, 33, 32, 32]",mat1 and mat2 shapes cannot be multiplied (135168x32 and 209x491)
fuzz_pt_8e246e83,Crash,1.0,1118,1,BatchNorm2d,"[16, 3596]",expected 4D input (got 2D input)
fuzz_pt_140f94cf,Crash,1.0,4843,5,"Conv2d,Conv2d,BatchNorm2d,Linear,AvgPool2d","[4, 62, 32, 128]","Given groups=1, weight of size [49, 48, 1, 1], expected input[4, 62, 32, 128] to have 48 channels, but got 62 channels instead"
fuzz_pt_cb911153,Crash,1.0,1867,2,"Conv2d,ReLU","[16, 35, 1024, 128]","Given groups=1, weight of size [45, 8, 3, 3], expected input[16, 35, 1024, 128] to have 8 channels, but got 35 channels instead"
fuzz_pt_9da69f6e,Crash,1.0,1209,2,"AvgPool2d,AvgPool2d","[1, 1651]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_50b23854,Crash,1.0,2771,3,"BatchNorm2d,AvgPool2d,Linear","[1, 266]",expected 4D input (got 2D input)
fuzz_pt_3bd6bea1,Crash,1.0,1310,1,BatchNorm2d,"[256, 2289]",expected 4D input (got 2D input)
fuzz_pt_22388320,Crash,1.0,4304,5,"BatchNorm2d,Conv2d,BatchNorm2d,Conv2d,Flatten","[1, 35, 256, 1024]",running_mean should contain 35 elements not 16
fuzz_pt_1ec7d098,Crash,1.0,4963,6,"ReLU,AvgPool2d,Conv2d,ReLU,AvgPool2d,BatchNorm2d","[1, 30, 32, 1024]","Given groups=1, weight of size [22, 46, 1, 1], expected input[1, 30, 16, 512] to have 46 channels, but got 30 channels instead"
fuzz_pt_ce4a324b,Crash,1.0,3913,6,"MaxPool2d,ReLU,MaxPool2d,Flatten,ReLU,BatchNorm2d","[256, 724]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_8188b245,Crash,1.0,3307,6,"Flatten,AvgPool2d,Conv2d,Flatten,ReLU,AvgPool2d","[1, 32, 64, 1024]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_b65e7f36,Crash,1.0,3402,3,"Conv2d,BatchNorm2d,Flatten","[64, 18, 32, 1024]","Given groups=1, weight of size [50, 41, 1, 1], expected input[64, 18, 32, 1024] to have 41 channels, but got 18 channels instead"
fuzz_pt_0263fb9e,Crash,1.0,2359,1,Conv2d,"[64, 15, 256, 32]","Given groups=1, weight of size [45, 61, 3, 3], expected input[64, 15, 256, 32] to have 61 channels, but got 15 channels instead"
fuzz_pt_3003d0a8,Crash,1.0,2184,3,"Flatten,MaxPool2d,Conv2d","[16, 57, 1024, 64]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_8e2dd95d,Crash,4.49,5954,6,"AvgPool2d,Flatten,Conv2d,MaxPool2d,BatchNorm2d,Conv2d","[64, 36, 64, 64]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [64, 36864]"
fuzz_pt_24ac86bf,Crash,1.0,2501,2,"Linear,Flatten","[4, 59, 32, 64]",mat1 and mat2 shapes cannot be multiplied (7552x64 and 535x501)
fuzz_pt_59000c97,Crash,1.0,1696,2,"Flatten,BatchNorm2d","[1, 2, 1024, 32]",expected 4D input (got 2D input)
fuzz_pt_b8a16c04,Crash,3.12,4233,6,"ReLU,Flatten,AvgPool2d,Linear,BatchNorm2d,MaxPool2d","[64, 31, 64, 128]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_e5ca75a7,Crash,1.0,7150,6,"Conv2d,Linear,Conv2d,Conv2d,MaxPool2d,Flatten","[64, 2441]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [64, 2441]"
fuzz_pt_fff57314,Crash,1.0,3495,4,"ReLU,BatchNorm2d,Linear,ReLU","[256, 3569]",expected 4D input (got 2D input)
fuzz_pt_dabd6e59,Crash,1.0,4551,6,"Flatten,Conv2d,ReLU,ReLU,BatchNorm2d,ReLU","[4, 11, 16, 16]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [4, 2816]"
fuzz_pt_f8476bbe,Crash,3.09,2901,4,"MaxPool2d,ReLU,Conv2d,BatchNorm2d","[64, 17, 32, 64]","Given groups=1, weight of size [51, 52, 5, 5], expected input[64, 17, 16, 32] to have 52 channels, but got 17 channels instead"
fuzz_pt_4425a73e,Crash,1.0,2441,6,"Flatten,MaxPool2d,ReLU,Flatten,ReLU,MaxPool2d","[4, 36, 256, 32]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_f26a07a0,Crash,1.0,3729,4,"BatchNorm2d,ReLU,Flatten,Conv2d","[128, 35, 64, 32]",running_mean should contain 35 elements not 3
fuzz_pt_950e4357,Crash,1.0,3745,5,"Flatten,Linear,Flatten,Linear,Flatten","[64, 9, 32, 32]",mat1 and mat2 shapes cannot be multiplied (64x9216 and 479x359)
